n_input_rows,n_effective_rows,train_n,test_n,rmse_test_mvp,mae_test_mvp,r2_oos_test_mvp,last_timestamp,last_log_rv_past_12,last_log_rv_past_48,last_log_rv_past_288,predicted_log_rv_future_12,intercept,beta_log_rv_past_12,beta_log_rv_past_48,beta_log_rv_past_288
1000,1000,688,300,0.73206403834,0.582122468366,-0.19491603428,2026-04-30 19:55:00,-12.7318869938,-10.7274073467,-8.36983600955,-12.1630485811,-7.34380847071,0.454540474507,0.0136368863421,-0.133121638054
