series_name,p,nobs_train,innovation_variance,aic,bic
logistic_noise_small,79,6600,0.989828230904,92.5225567042,636.108550945
logistic_noise_small,80,6600,0.989799010091,94.3277146047,644.708533774
logistic_noise_small,81,6600,0.989782322901,96.2164431448,653.392087242
logistic_noise_small,82,6600,0.989726376475,97.8433744021,661.813843427
logistic_noise_small,83,6600,0.989423801204,97.8253397631,668.590633716
logistic_noise_small,84,6600,0.989338999118,99.2596390496,676.819757931
logistic_noise_small,85,6600,0.98907715666,99.5126251733,683.867568983
logistic_noise_small,86,6600,0.98903866146,101.255746063,692.4055148
logistic_noise_small,87,6600,0.988982368465,102.880083962,700.824677627
logistic_noise_small,88,6600,0.988753864405,103.354979877,708.094398471
logistic_noise_small,89,6600,0.98875193753,105.342117843,716.876361365
logistic_noise_small,90,6600,0.987570639781,99.4521446527,717.781213102
logistic_noise_small,91,6600,0.987491439994,100.922826008,726.046719385
logistic_noise_small,92,6600,0.987215741386,101.079908901,732.998627207
logistic_noise_small,93,6600,0.987209974054,103.041351465,741.754894698
logistic_noise_small,94,6600,0.987003377423,103.660003535,749.168371696
logistic_noise_small,95,6600,0.986941172302,105.244030549,757.547223638
logistic_noise_small,96,6600,0.986941161101,107.243955648,766.341973665
logistic_noise_small,97,6600,0.986923713318,109.127275552,775.020118498
logistic_noise_small,98,6600,0.986292709275,106.906119903,779.593787777
logistic_noise_small,99,6600,0.985963562357,106.703191504,786.185684306
logistic_noise_small,100,6600,0.985859795899,108.008546499,794.285864229
logistic_noise_moderate,0,6600,0.999848484848,0.99992423478,7.79474916279
logistic_noise_moderate,1,6600,0.999848188074,2.99796522908,16.5876150851
logistic_noise_moderate,2,6600,0.999638657647,3.61470948971,23.9991842738
logistic_noise_moderate,3,6600,0.999606767675,5.40415623656,32.5834559486
logistic_noise_moderate,4,6600,0.999568202649,7.14952202641,41.1236466665
logistic_noise_moderate,5,6600,0.999357598107,7.75878507775,48.5277346458
logistic_noise_moderate,6,6600,0.99935743233,9.75769024769,57.3214647438
logistic_noise_moderate,7,6600,0.999148692378,10.3789767476,64.7375761717
logistic_noise_moderate,8,6600,0.999092821644,12.0099053958,73.1633297479
logistic_noise_moderate,9,6600,0.999092329957,14.0066573188,81.9549065989
logistic_noise_moderate,10,6600,0.999053480355,15.7500120084,90.4930862166
