n,mean,std,min,p01,p05,p50,p95,p99,max,skewness,kurtosis_excess,histogram_lower,histogram_upper,tail_below,tail_above
244703,-0.00131604957989,0.178535372785,-1.60194050622,-0.438613291128,-0.226228559843,-0.0159117762878,0.269361024905,0.632659507552,4.13057342984,2.33087930967,23.9502416721,-0.537499255472,0.829305332034,1224,1224
