series,nobs,significance_band,acf_lag_1,acf_lag_12,acf_lag_288,acf_lag_2016,acf_significant_lags_1_288,acf_significant_lags_1_2016,pacf_lag_1,pacf_lag_12,pacf_lag_288,pacf_significant_lags_1_288
z_log_rv_past_12,244752,0.00396180364009,0.98139241038,0.713858992854,0.419325685561,0.444134589933,288,2016,0.98139241038,-0.00594039417361,-0.00660079021931,123
ar_residual,244703,0.00396220028145,-0.00286071343926,0.00459934277228,0.0213408054203,0.0214949633052,57,403,-0.00286071343926,0.00452807383646,0.0220620823799,57
